msno,date,predict,actual
I0Ke9Wf8cYz2jeKSTYjvgQ09DB/6eBQAHizjwlREa5o=,2016-10-01,0,0
I0dX7vAuSGg9e88ywMIUxHvwPJVf5HHllt+p7QjApRk=,2016-10-01,0,0
I2/m/Q0SLiePGG3awBd3F2HxJytQvLVsb7zBFEhCuko=,2016-10-01,0,0
I2PEbMI+aNXtjsfEeYGUbgcYS+PxFich46Li4ypahYs=,2016-10-01,0,0
I2bbJ+CedQvMOuQLnd2wHdsoaS/r0LDHke8BiYthAws=,2016-10-01,0,0
I2fXq10orqexpLDSTvJ6RJzmP4ArbsrHesuM06IIPyg=,2016-10-01,0,0
I2noa0lSaCVT5DWGFV6Sk3vMx6Z1kZWDtd54Qjufh64=,2016-10-01,0,0
I321kFmsAU2rUMEIbZfKSX90ti7KNbnK2np7X8g+nks=,2016-10-01,0,0
I3xosGxOu12NsOdbitO5Q3zuaiOf9SW18ybKL5fTCCI=,2016-10-01,0,0
I46BiAX3plpKnqB1HttdY9598lB6O7E+YShhLA6Z6LE=,2016-10-01,0,0
I4WYcnVPcNVPZgZDSC9Ad74AiNK7cL/GjjOHia7jfBY=,2016-10-01,0,0
I4dCaZfrtfID0EOfnvRUxh9PKhxTL4M9m4cOEEJNPBE=,2016-10-01,0,0
I4vgKKgllXl+o+I6z0NkwkcavdNpyNXwcGlm2ZOORpk=,2016-10-01,0,0
I5iqEFAvg7AO/wf6d1349+Nk25nNOJfdSw/ToCkPEAA=,2016-10-01,0,0
I5ncN0Pk1vCkkOzZVgSPd1aLmLRBDDyemlFcRg5uNHQ=,2016-10-01,1,0
I5zqVOyA/dQHU1n1l1ZmIjK4OB2RhFpDGLnwk3s6ZqY=,2016-10-01,0,0
I6COi1m0mcg8MRvTSRbcAypDF6HGZfDqhW6/i7IelN4=,2016-10-01,0,0
I79J9mLYfHt/fav9fhSYRpSu63iq0aSrKAnFpO2eiYw=,2016-10-01,0,0
I7O+xIjlxhFmkyvMB+wHUkORjHCXRn+qtlLgiU0RQpo=,2016-10-01,0,0
I8+JrdpG4wsNZlphygl4YosWH1BJ2hHYXWcNcelKwhA=,2016-10-01,0,0
I8YhJ1KQI5M+qh+ycQ+xPQlXiv+6GM7E+4uosqaeWoM=,2016-10-01,0,0
I8lV0/rMPnxu2yK6OxGVkaGsUA/y09SFh+YV1KeHIQg=,2016-10-01,0,0
I9GKyUhc3rL230v8GCYJ4by5vQDrmTOQuNkJngiuEsc=,2016-10-01,0,0
I9pQUJNLiYBz+2JnmTW93hVT6vxPu4n2SFoyavBy4yo=,2016-10-01,0,0
IAdhbExemMw7oaedcopBB1zoYdUFFO6KFP4QOQnsi4s=,2016-10-01,0,0
IAiCKBqc8z8Kk2zVIMvzxiG85PPvA/LY9V5ddSlKKe4=,2016-10-01,0,0
IAsfzfDKeFS2lBKIXXf+EPmrD3iSgQm8sqSsL/PQxuY=,2016-10-01,0,0
IBraLeLmHU35OThkP+C1l4ry07xsXluM45pnSy+zauI=,2016-10-01,0,0
IBuhUNS9+dFxAlqshjCeG2IpFaW05HOeihE08R6N+c4=,2016-10-01,0,0
ICWaps53uAhFPIpYlShMytu3mKvqKkNRGRI7ApndndA=,2016-10-01,0,0
IChF+4gr7poSe2j4helHG0dt6CABDtRtf1jZS46FUYU=,2016-10-01,0,0
ID/5SxxPnCt7J7qoJru82xkuiRItIV5IkuPy4fp2NQs=,2016-10-01,0,0
IDAMgFR429zh4bImlVfdIqs0UqYjKqgAT51wpcMvgss=,2016-10-01,0,0
IE4ZweNndXGsAmYXOPuYQh4Cs3dCy21bpa2PP7UlsX8=,2016-10-01,0,0
IEAN1xygVCSkrq0AmQXeIthXP/9CA6UCkNyHyqflY4o=,2016-10-01,0,0
IEpTHdQKK4qvNQtw9Q0jYp6B+a5dfM+8MFyzGqYv0Eo=,2016-10-01,0,0
IEyr+u6lKtBzSht9JWARgAlRxl6/zCm7HHED87j3T/c=,2016-10-01,0,0
IFl/ZVRv4Lit/Y7/JvzRrgwRh7kNn9KrdRpUd6PbL+A=,2016-10-01,0,0
IFuL87cBgMcGtvxUVHKhc/X385lsRAoz1gZ6/dUl8Ow=,2016-10-01,0,0
IGLkPmH6imayvKJUsleua368KPdn7+bj9DDx3uZvQ2E=,2016-10-01,0,0
IGSkxXL4FI1mgpIixHc8qD1xn9meMPVcPOWTxL1XJpU=,2016-10-01,0,0
IGcZwFoanKiIJg2BfKUnajX/eHfnTWnYvTYVVZxPoGg=,2016-10-01,0,0
IHQa3An6YMqV3ASz7UBj8VEuBcliB+76qpSa+BRVifI=,2016-10-01,0,0
IHQu2veVlgIh6QQLwB6nMX3lRhYrrFaN/6eMsbBojRA=,2016-10-01,0,0
IHVsVifi0O9crS0+H6b+SRI9uXasiPEWhBKGj+EODKU=,2016-10-01,0,0
IHpNGZ+vRqv05sE0rUYi8t3Dz9nP2Kzz7xoV+QIg73A=,2016-10-01,0,0
IILAzZEmp5QufwIxPbgGP+a0YmzkGmTSZr9wlT+bMVY=,2016-10-01,0,0
IJXdhAxDRmIgPrRgKkbIqixrd9/l/25tc8OaskvHx2o=,2016-10-01,0,0
IJx4mO6v+I2Js/monkuEudvb2g9L61MWudFIP8lDfMU=,2016-10-01,0,0
IKL7paI+vgzGuD8NAJAUJoAB/73OHxKOwcMjJm5Vic4=,2016-10-01,0,0
IKsJpt3XynSoEn7GKm+bJrGhATY0z+YZCqtNdO+OGSE=,2016-10-01,0,0
IL8rqBRPD3mg0Ey2mNVm4q95BVDTepSRgeMXI/6lpfo=,2016-10-01,0,0
ILJQwZO8YllWpLfvcpr+GFNO7E6wavLb5e8EKXOOImo=,2016-10-01,0,0
ILhLAADE8vg/3OhD276Ky13UGF9CCLPDaj091LidmYY=,2016-10-01,0,0
ILpXoHH+l7ZjLyKphpmQfn8pH8o6QbxnA2Ad4BBAJ48=,2016-10-01,0,0
ILrFmuI/WuWhJcz65MuZcb24fZhqrQaEiQOrLWiHyaY=,2016-10-01,0,0
ILrbJSbpzTQ2N6lspoXjgKLY4gQNZRpPUqtgeABp6Ts=,2016-10-01,0,0
ILwN/vanKcFBIU7ar+5XfhcZnDHUopf+vYI1oDUaICw=,2016-10-01,0,0
INDwnAfSKB+zOeZ6jKl0SQx9lmHwPqigVVuvmlFJUMM=,2016-10-01,0,0
IOJGCQ1uQrTHSpJCvK5uOe+6JwQL1CfetMLMXvwxlK0=,2016-10-01,0,0
IQJ062+3YwwN70OTwBPlB8MI+WsfAvUvUMJbVUm1X+s=,2016-10-01,0,0
IQLxF7CoJw/9utHxyXy2mnMBgdNge2AhVId7Dv6ugUo=,2016-10-01,0,0
IR0RyBfvFq1ax+gpNPV1JVszZLobzZ2xgUXN4jFXrCs=,2016-10-01,1,0
IRVmqcVWrQqbU9y7CRtacW3hTWMZGLvjphZBDDrPXYQ=,2016-10-01,0,0
IS8OPFgL0NbWgyWMQoZkifO2Pji4xp2sayTVNC6U2HI=,2016-10-01,0,0
ISN3TMtXKIqVv4ufWaQnMzTV8glsmHJtSaHAqDvbMtQ=,2016-10-01,0,0
IT402a6cMFTmKEG7RPDGe0xg0X0Hyu3rnhwFU4/T1PQ=,2016-10-01,0,0
ITHPOmb1qoAuFFJLRBut8RtcHo5ykBng7P0lKXXK6nU=,2016-10-01,0,0
IUZ2yflr8LRiqVEJb0+E4PZ1tl9w8NHXe9TNgd2b6eQ=,2016-10-01,0,0
IVxCZCxGPBbbL1Zpu0VKl8f9OpUKhlZotRV0triiT6Y=,2016-10-01,0,0
IWaMPAxFMd+YGEH0NKcObty1xckFf+4Cq2BHuKMUs6I=,2016-10-01,0,0
IX+6b4vwiFS1JiE4uE9OTyky7sQ3PlD8wGkr7UoxqYQ=,2016-10-01,0,0
IXaHVspzkNr287VzWSWq6ITi4TLys6Xfdq9NT5UZ1AY=,2016-10-01,0,0
IXsftkXk2MMtt+SA86f6TEESvq38es7sug6qDoY3gVw=,2016-10-01,0,0
IYoCU7vS174npRa/0K3AectRCeQNgYDNTtnbJZZ/yfg=,2016-10-01,0,0
IYwefef2yo2neBn9EaTBps5gGS7kN8GfnEEHVaK3edA=,2016-10-01,0,0
IZ4dhjV/Pjn3Kt1vw351LLQ+xKDeGJ9Tmbm+UWGunp4=,2016-10-01,0,0
IZLb0+cLkLjcViqXyn7h6sVncp2oG962xMZq95KfAD8=,2016-10-01,0,0
IZaQ/K77CvOBeHU7Y+oYmKmzlfvKTFEzWB7oNxfo3CE=,2016-10-01,0,0
IZhG6nGf7AcdRA/xrSNm+47SmENfADiBPrleSdne9X4=,2016-10-01,0,0
IaBkjhoVdljefpZHsSJ7ib7nPdUk+BWg2UoASrnwEsE=,2016-10-01,0,0
Ibc0P77uYo/BVH+C7IwuAm/DeGGRjxwuhHrjLaw5Rh8=,2016-10-01,0,0
Ic0YDtgjDq+yiDO1TomYqun8fSTdi8KtKNZtb3vqdCo=,2016-10-01,0,0
IcEakLbhQPISmXQvQo370EkN+n0tOqLvobTBQS+WaQM=,2016-10-01,0,0
IcKVnbqrL6co+bCxwgK/ckq2Q9+81OfQdnw4j6MJ8pw=,2016-10-01,0,0
IcO7nSmhHFUpfpQsOVkbHB3GG51CwTWQ5R8cNYfuzbo=,2016-10-01,0,0
Id85CMQJQ30Ex5+gU4/3x9bucDzyRm5XyJq/JJQbdEA=,2016-10-01,0,0
IdHWxM99Q6P9QzP/QbpM50aWXahn0gNj2sd4ZPt+J+w=,2016-10-01,0,0
IdeC0jQplm9UOFwPCLxFb9w8ZonjRbAysCx+QD/hsBI=,2016-10-01,0,0
IdxiI7FtREZkLVje+E1lWbGhvjLvBs3V/xvdYzRM0bA=,2016-10-01,0,0
IeSmc3Xq5hBBuk72mSke44KqHMkJg2l2ISF8MhCV1gk=,2016-10-01,0,0
Ify3VnCEeHVKeIiaDqB2vtjIAEfA4M3MJqsE94U74xM=,2016-10-01,0,0
Ig9mZQXwmueUPs1r76QyvTYba0KnO7oR9IGYxTxItck=,2016-10-01,0,0
IgElY5UUbDdwbBLIVFwaApV/4vHpx3T8fmX/cqxzJ4I=,2016-10-01,0,0
IgI11+A2xPT5RAxre+wBblQKzp96/G1HW3HhRxQ11pQ=,2016-10-01,0,0
IgdOUf4qnAbzKYf5t3cWMfXGgbkLxnRZeEx9zmdVquQ=,2016-10-01,0,0
IhcId8XzOP6hW4eXkZ9LuaGj6yLm8ob68aGtsbI42j0=,2016-10-01,0,0
Ihx4oz/nR4IFIRBnvhOo/4KYGXaNJq1HYKIJ1K/ohaE=,2016-10-01,0,0
Ii+R6yDi9I9+X57QLm88zJ963+t9f1s7GxM+W9A6LIs=,2016-10-01,0,0
IiAXktUlbkZfkj7U1WlDBO1iYJ05MPkW+/yZWUQlyPM=,2016-10-01,0,0
IiF1h7t9+EyWnKw+AVinJ0AMQLYuJg8kuyL9yFrCXoY=,2016-10-01,0,0
Iii/A4rANW5L3fK961jzt+4pMb8/Ba2W6q7WkWv1+Ts=,2016-10-01,0,0
IiicF0r0FeuRW6hpHH9K9vdNuPb2EReRSCA6Oic7bFQ=,2016-10-01,0,0
Ij/ziU5weLz4dKZGV80FiSqC1m/cN8bBonXVSgwVxyk=,2016-10-01,0,0
Ij3fseFTHJX/Xov13rOfqfrRWm1EvmzkkuHFdAw0iJU=,2016-10-01,0,0
Ikc2mpUUI+IkvG26zoI14OQRFmA0MS4f3t5Vrs5QM4g=,2016-10-01,0,0
Ikiqb5BJWAecEke8z++YhQtfLpsy1NPI7lSbi5g8VQc=,2016-10-01,0,0
IljOBUoHDUH55rE0sFlkl69UkcLAjqzUhPCRSFR+blA=,2016-10-01,0,0
ImPPxsCceyfwNBfK1XHukLubh3cuGZclJHMziIRqvuE=,2016-10-01,0,0
ImfC10VEJEfNVlIGg3VhbK3vEK2eXOiPYbNcOaq1WVI=,2016-10-01,0,0
InF+cVXel8gmVpmCDcnoG/I8Tb3TMj0glZVIaTVe8zw=,2016-10-01,0,0
Ina83N4pBbR0K9fE2JFe+zG5kfPtktCPZT5eXmuqKJ8=,2016-10-01,1,0
Ins3lAsgM8mu+l6urQX2zJMpi2M2cfgLWKxDLuo3ABg=,2016-10-01,0,0
IoXWfoR/PLiew62R+rO0molT8UmChB4TFVJCVG4Ik2Q=,2016-10-01,0,0
IoxVeuGvdNQeaf98t8V7YQJysxWUxecJ7r6j7cCukPM=,2016-10-01,0,0
IpAh8vNZbNnykShsZioIAnysW+PWl49vQTctoaPeyuk=,2016-10-01,0,0
IpWWltpD3SXl/O/msAonUaJLqIbn4Of/5VVeymfIYkk=,2016-10-01,0,0
IpfA33hGxjQlilD//bXJJFso5pulOU25PL2avo4nJ00=,2016-10-01,0,0
IpnEESqGoSCMheIKwl+PMbgRxklH8iHE4guy8lDzVKs=,2016-10-01,0,0
Iqdgna6fhnOD9EULemb2mN9FNym6raBExxHDfhgQHt0=,2016-10-01,0,0
IqsaohM55N2kp9BQTq4b3u3CZNDgCWoPOHz239pTasA=,2016-10-01,1,1
IrIwEXhUaGoWq8fwpziNGyAXr7Z11JfKp5nfXC5zWXQ=,2016-10-01,0,0
IrgfAq3z+p8RWrg/FZ4oRuRBCdNOnV0hDNWY86ElNwA=,2016-10-01,0,0
IsP2/qrMQmykrDaH51gRpHGek02ife0gjIVCD2dunmo=,2016-10-01,1,0
IskLzIWG/Tt/nQMzDncybwGfA07udUHkvrOSfADWGpc=,2016-10-01,0,0
IsqezZPJuPO68ZTEVgqvPiyVrqqYntBsz1zK3pXhsFo=,2016-10-01,0,0
It/H7Mx4Qn2QRAwuABv/tujITmvxO3hR+YzZGw3wAQM=,2016-10-01,0,0
ItagG0bbKBLvx+tHzs//UU7D9ps9z2x2O4+5Fbsyooo=,2016-10-01,0,0
IthXCgUATmLrLvliAhXoP1SGtFWf5ULKtsH9kzbnEzc=,2016-10-01,0,0
ItkJMmJxsEGLq6vKcisl2SlXiK4BAyPN6iwsKKmd2qc=,2016-10-01,0,0
IuUCFbkhRwU2IFItlJ/ASeOE+Zpv3ymShjmunZmvoIw=,2016-10-01,0,0
Iv6ldAANk4cMBl05Dvr4Si2NDma/MLHDyyrn2x3TBqY=,2016-10-01,0,0
IvQbstNsTCMcSNpd3DH3yEMtGX0ry/kb3F4F/5Joxno=,2016-10-01,0,0
IwpOdoioJrxZc/wfR7U1YXN4dd87g5/euC9QplsOwto=,2016-10-01,0,0
IxX7HokcK9MI1qcvcxnFtVL7DGLHd5oqUwEHO2MUYu0=,2016-10-01,0,0
Ixd0goL4xhPdDuKOwMGTnNrhk/Yiji+d1ALON2aIjPA=,2016-10-01,0,0
Ixd7VsYRkH34u5Qj/Qs1ekHHHAb7ei+fVw0VQYltBxg=,2016-10-01,0,0
Iy1ohokywzXzqKviPS0h7K0hMxQkfXSFJz33pfmgRH4=,2016-10-01,0,0
Iy5Ky4uvWzvdOtyRX0pS7uN2i4/3pzvGQvNPhyqAPdM=,2016-10-01,0,0
IyKVhqE8pWPXAwI/ZK+3PPxiEfaLB2AWIC9IgUwKyQw=,2016-10-01,0,0
IzKw+1UvXhCg2EPlz6GWNaA/cUfai9lhkC+S36eUZ90=,2016-10-01,0,0
Izuif3ibRfL/JjfkPsnengrjRFw4zpK5E1arTvwdUKA=,2016-10-01,0,0
J+jLxEH+i60Po/AgA4K5nXsM+rbAXPquSrJhtLNKdtY=,2016-10-01,0,0
J+wvuQOd3zY5jm5Rj9HJr1ZC6uR3aRnKbMeGJ2tkLgs=,2016-10-01,0,0
J/3K0AeFe6KOA3NhKGQYVvlpRowBBYMRMkBLXWBdm1w=,2016-10-01,0,0
J/g41x1zOCCeaeA54tI1zKmQkrujpH3SAtQSGsCSX+4=,2016-10-01,0,0
J/xesGyGSDK0sYP4oWv2o84NS2JQKKl5wpy4v0K/4WY=,2016-10-01,0,0
J0DqpOPvujByGqhZywWnWPFqZkbMEfQ6K6cIu4UyCqE=,2016-10-01,0,0
J0Fjpqw7UBgP/VOituAnJbnWlGDH4UAz+yb41E4GSwY=,2016-10-01,0,0
J140BJY5EUhZw+jThHplWz7H6Bc+1DASmJGQ9IBw094=,2016-10-01,0,0
J1Xi4zYwr8EATgob5B4syqh47uuZsBHXSUfYbH81so8=,2016-10-01,0,0
J1l2dtdWCKe7HRyJZHFmC+arustvloYDM1nw0v0duF8=,2016-10-01,0,0
J3/Es7KJigy4den0+0n+0JQbW/Z/1YZD8YIG7RxSS74=,2016-10-01,0,0
J3Jh7SrouBnfITGYUGUgOj4p0+3q69EyufwHioBqP5s=,2016-10-01,0,0
J4+aB9pL5ujD0dAj26BmaZ37vrFBAt+4liScN3WEOGs=,2016-10-01,0,0
J4KaqaZXCuo8CMdPvf47E3GJxSh7prkFPnVpzskeb4M=,2016-10-01,0,0
J5VCnrtNELcAoJXq4NfyS/5ezRyNzUeZSZTRJ997KHI=,2016-10-01,0,0
J5tuEwjKGZIjV+A+NT15yiWJDFTyUAh3CU3SQ2o5eEs=,2016-10-01,0,0
J6KWGfWwmgrPKxgRCcIS6WKS5PcGhWI+QQcXzmPSpno=,2016-10-01,0,0
J6LBiTCqhUA8mGYcg0B/7AHpfl93Zs3Np8llC81SmnE=,2016-10-01,0,0
J70qWK2JOxUEJTd0N8OqXx2UWPbsZ+Zroes02CQ3llg=,2016-10-01,0,0
J7D88iXh9rbclZ7i4t9Bc4uVoO2zOgPygYzlZiQOWvg=,2016-10-01,0,0
J84+SoVpwVCMOfr4K67tpXGeFfnpZkVLn8jfokvv1Bw=,2016-10-01,0,0
J8Lh3iRmns3R0rWRImno3wTtCJU21TyhbVPlhFPRD0k=,2016-10-01,0,0
J8ooYlSAoIYOUV4enUiug1P89cEuvVQSpz+TbZPFSgc=,2016-10-01,0,0
J99QcJNc/PaZFMXS/TFeNaIiMAMAP1rj6tjk7qMzOWk=,2016-10-01,0,0
J9MsTYup0jtq0sTATW90WLp3TWmNguCTsGt07j8CY6w=,2016-10-01,0,0
JAEqsWsnYlrf61bxAibUJ47XIe9yjmbKM+chPgmSUTo=,2016-10-01,0,0
JAGJ5XzW6Lvrahj2NcSfiN1Z1T3P4v7D1ymWL8GpXE0=,2016-10-01,0,0
JAPVByarUI3SZvl1lTxPX19MbtL98bAZkcOlJyawG1Q=,2016-10-01,0,0
JAjNcp90eIG/ATa7Bk3H5oOqYimFtHCfLGp+fG1B1xM=,2016-10-01,1,1
JCVBv+o9aRE5TXdk66wTTDwl2D+QIS8jkxX+L6D8zMc=,2016-10-01,0,0
JCidxiRvGGq9C+YZD9o9c0vWXEBjDCwlCCsV0trekyM=,2016-10-01,0,0
JCqk1quyZhWPzejc5pda+y4N27PkBSOMTlgfuFf5aCA=,2016-10-01,0,0
JE8Nekrsp0JFB23RriAC5xJkvRKGxNl6F/G1qE6gkw4=,2016-10-01,0,0
JE9GQZZcTzVSG4f9Xkqj1rU9XHB6QrFPIWzxjVikt98=,2016-10-01,0,0
JEchJ2gMGAU8gc4k49WJs7m3WJviIYWIP4Ofsq283lw=,2016-10-01,0,0
JFBHSHjOUVzOOfO/qcx6/HBP6Kg/2KHdJjcTVoYqUS4=,2016-10-01,0,0
JG5PaG3Vz+xpCZwQofzSN9CkyRZDXXocqamHVH6EVSM=,2016-10-01,0,0
JGFqDOhUdjSK4hqx2ZTgjZcAhqfXtdYZfsWmrbuveo8=,2016-10-01,0,0
JGPmFO7g73ikBH+IEzJ0SBBcXfRQ6ihzoXpJk87Vd94=,2016-10-01,0,0
JHHWAmYxWab/iARarb1LUGfdv5j4lNrZBv2JNkOw4vQ=,2016-10-01,0,0
JHI0Il2azTeFoGNHkDNG+b5KAvTqFaUIA6j3thj3f3g=,2016-10-01,0,0
JHM0ovLHvEDqfo94HvY7fY5KljnSWMlsA4+yUA1jiPc=,2016-10-01,0,0
JHQojNimH3lzLPk9KnIiU78vmBeHxWavwId/KyJ8FgI=,2016-10-01,0,0
JHm2JLxzMCC3XJjQlNYnHIK9f+L+2gXq3MSJgf+Svbs=,2016-10-01,0,0
JJgEkNlkv0wXWN00amtoTSydPh7NrEbGQwlTb9U1eSY=,2016-10-01,1,0
JLIhsSRyORWwIJKW0i89ffhGeiHvw20dDMLtjIhYVLk=,2016-10-01,0,0
JLb1lZ4qP9cu++JVZKENvKmSfZYS2ce4+D8moSe/Vt4=,2016-10-01,0,0
JLi4lZZnuq8u+TRtDsQh8AtEbyQeu7H16NWXVx7HtYE=,2016-10-01,0,0
JLyd0ddmeRsu5kSBIeqbFJhlz1ujAL4FbgzEns+hIaQ=,2016-10-01,0,0
JM/OUCpBSmbWj3Ex3ZrxrqgDRVoqY2ULbOghUuSq1Zs=,2016-10-01,0,0
JM3rfmF3iOVyFzit7wbJaystmvickgpPBF+Bj9bwoH8=,2016-10-01,0,0
JMZfH9W6owGx7+ZvIW/ADdKBFqbuvdTS6lkX22v4A6I=,2016-10-01,0,0
JMlU5DIrh17DDC32iJyUovB54OVrNy68VA0qBc1U3yQ=,2016-10-01,0,0
JN2BPFMuVFWcn/7D0xusyGbvRDvsl7o5Hu1N/oKdk98=,2016-10-01,0,0
JN8VUG1dDrfTX7wPCC4gzXMlLHuhPTiGi6TmZs7MCR0=,2016-10-01,0,0
JNTnzw+ed6UmE7KwkrioQpr3C97bfyT7V5z3NVjAyak=,2016-10-01,0,0
JNUZO/+35705uoCj96UjeEToeaX9Ip7i2lRXImNhefg=,2016-10-01,0,0
JNaWgtdJF0NeUFVEBnsLFx5+i1dL7LsMbDdV/LyL7FQ=,2016-10-01,0,0
JNl2xYBVhgtlt1kJSza0RglV10s4EbuZiUsDOKj9K+E=,2016-10-01,0,0
JNxZqXwumOlM3NtlL0xwWVni6JLlj/M4jlqf/WeCCPw=,2016-10-01,0,0
JObu+0d/XWLArqvaYbTvSi0QcNkTQUaVBuSdAUcX0O0=,2016-10-01,0,0
JP6V5sc1t4O2ZVQaenPl0CCdRkOTz0vo86xOsGOBpcY=,2016-10-01,0,0
JPP4DGVR1gprUl2cgS+GTFRw3bZgRx+HpXKzNP/Mwzs=,2016-10-01,0,0
JPUsmtq5rsEPoTVpokQtDNstzW4iCzZXbjrsMP/ygZo=,2016-10-01,1,1
JQLsj4Bjq++kGKWy071TytS8D7js6XpG7cCs4Hl5mm0=,2016-10-01,0,0
JQViWNPtQK2NoNwBXJOH5YJQL0lVhw0dgwfnml9Uxbk=,2016-10-01,0,0
JReY5yoQ02enHYwPEk7pb8W7f6lRcmBKWi8MuGzjryI=,2016-10-01,0,0
JSN3lGVTBGaSClTgUlrFSr+7Sn//OBZbC0Lsp4QzQck=,2016-10-01,1,1
JST44J9UEY0ABM7G+mTXpV6m+LMj7f2hojm1vrRZOHo=,2016-10-01,0,0
JSUBx9YWpEVfZWiAy/wXdl7j7RucqYxevzOWGPNHzis=,2016-10-01,0,0
JSVqMiti0csz/pIbiAmBPWKR946fI8rfQWeFJg2HpBI=,2016-10-01,0,0
JUyysgioqMpQXOrKy9R4KjAAMFBBmFKEIa2J0PykCpM=,2016-10-01,0,0
JWEv6L7okGp4o+J1789M01U8WnLxos4xgQ2bXl4y6lA=,2016-10-01,0,0
JWIF7rmT0WM+CbWSwXahn+wpqEG5uKtcJmL+z1AWZ4U=,2016-10-01,0,0
JWjxRRpCIFj0wWAhYwWQRQt25lKxzZNF96E4RTCr+sA=,2016-10-01,0,0
JWnSo2P8la5I1E436NMl3XiXIDDe5AiETEP/EBWj3Es=,2016-10-01,0,0
JXQS6wENdB8SpaRe71GmaLGQnjBqvF3HZO8bZ8SC2BA=,2016-10-01,0,0
JYhPsFERwdzuGhSUx4ZJM9EftCmJVfkuGG3egYxwKd0=,2016-10-01,0,0
JYr2cSBqO9MqvzPk35B3n8s1YfpnMSezqhAErXpsvjk=,2016-10-01,0,0
JYspcJUurMvJbe5t3opZ9gMKquzmwQQdv31k+PLTG+8=,2016-10-01,0,0
JZ0bVbBkiEEXfugjcu2VDY7qCB/LJ2u3coMy3klmJ5g=,2016-10-01,0,0
JZ11rzSK35hYNH9aoP9WDXn9+oMwnVKkqhL5ThFsqaE=,2016-10-01,0,0
JZ2Xpdo4tz2LTf9VSiMbJwYtzUCnTgkwZ2o0Jokp8Vg=,2016-10-01,0,0
JZQj2LT8kqNA9b9U8hVSAQfiksHols5PdspH+AaZRmk=,2016-10-01,0,0
JZUkWOvRLZmFnanFzHFoUY1JwhQm3VIXfDBegUxgvjQ=,2016-10-01,0,0
JZx2mNNHPF+f61b73B0PlG/7+124yqYNMBN+ZfXBlPk=,2016-10-01,0,0
JaVswtZEsgkXUboCisy+A0WrstfUsy03Nv7W6G8dcyA=,2016-10-01,0,0
Jahpuc2BLJum7Jlqaxz1gccBSb+nU/jzx7wJsGTtUew=,2016-10-01,0,0
JbRjjmJeWKovBIT49xjKEVwEwZoF/YeY6Q4pdjxkxVE=,2016-10-01,0,0
JbnLIjVNgUSQqJqIYgwbr7aZk/SYwRjx8W+/0qMwf6o=,2016-10-01,0,0
JcGvM1tNps+Y89z3a6JBt7dAzEJ3jyLZGVaAus9/Uz4=,2016-10-01,0,0
JddYACs3Z+LuGUC2B56my7PIjwiMDpQTrBvX7I01ul8=,2016-10-01,0,0
JeSl/tYvX3Pfg6d1VlCLZwrTh7NG8+kJNrnNFKK/tck=,2016-10-01,0,0
JeqEvUMQnwEwtnF/bpA77qXGszk3xqNbM8sX9bnwYvM=,2016-10-01,0,0
Jf322DEZa8sIz9gINfx3SgHoUj+sFrAcYJFFNPnm71s=,2016-10-01,0,0
JfH3LyTnltnnWhPCtuT2AG09mi6t5Ype6Mr7i+n1zgg=,2016-10-01,0,0
Jg3VnTHOeqo/nLen0e2Io99Z2aJTFV/oWieXH2lqKwQ=,2016-10-01,0,0
JggIeoRc26XP7IezZGJP4e4xSf6Yr1RGXe3BwFwKlHI=,2016-10-01,0,0
JgsPZCVKSWJLD4izgjBt5T1XGRdJlu8PibG8GSevnsE=,2016-10-01,0,0
Jgxq7/Rdupmh7v9BC9KgMkbPHiFPdkIj9kDFv3L6/BM=,2016-10-01,0,0
Jh95Sll71uCz8B1ILf9HG5psHFNpswfvswOt9Z8CQYo=,2016-10-01,0,0
Jh9jcSQ8XcQyKGItYhifdlqGYP7HtDGLX96KIshG2Ls=,2016-10-01,0,0
JhgSFOeL8veiEEaz6LWgmcYU4NIgK2QF3d6EFk3nNW8=,2016-10-01,0,0
JhiwCWxW4xUewRPTbvr1/UhOiD2bqMF+cNkoRrOBbqc=,2016-10-01,0,0
JiVHnLvlDBL7bgXvMY3/r5JuMIBaTJ3NIsKBPPajTYA=,2016-10-01,0,0
JidcGYQSpUUA6mEj0hrsr1DlI5VMee/bCg2NnSUilMw=,2016-10-01,0,0
Jiuw7HEwb6hq6Ta8st5aNbozm+3lX4SyWITVOmfmEB4=,2016-10-01,0,0
JjBtW4xeZk8HNFITCmT8bS6+XGtm7sNrr7YVngGBzBk=,2016-10-01,0,0
JjhcLKlVeJUzm6BSit6kR6A1hCe+p4iXbUR9I/S3bTw=,2016-10-01,0,0
Jk5u7kcNAPG+aj+FwOiovW57wOupb5NE+EHCSV4Fc58=,2016-10-01,0,0
JkAd24mxcc4Krz1lPJHktVvlv3hxn/Tyq2tWkNd93UU=,2016-10-01,0,0
JkXYJFC6gokxr7j3hikitjbFRJOiZ82x5sLObso/k08=,2016-10-01,0,0
JkfEZC4gADlR1IQezTKo0cgvwdSdqJD+l8pyXNgGeYw=,2016-10-01,0,0
JkplfYricirIpgVb8vxehmNb/mIebt/TK+HfBMjXSrk=,2016-10-01,0,0
Jlh+qnqeIYfzO7xv0q9VFsfti2AVY6n4m0dj3c05xs8=,2016-10-01,1,1
JlwE9jGCkWhNuh2eoLpgnq2phk2aQlGzM+wmPdqwUsg=,2016-10-01,0,0
JmKICfRStFoiWorYxr6V3dYEIKwRhZ3V6ZoXV+HJyDo=,2016-10-01,0,0
